a1444140000,646.04,647.92,638.18,638.84,178915
1,642.84,649.25,642.51,645.794,310158
2,637.51,642.9756,637.34,642.63,173056
3,639.24,640.1,636.5295,637.5,173172
4,639.34,642.4989,636.975,638.63,137835
5,641.44,642.8,637.501,639.16,146541
6,645.44,645.93,639.24,641.3,436953
24,643.1,650.609,642.09,649.24,255146
25,639.675,645.26,635.1,643.456,256227
26,637.4,641.336,635.41,639.55,209202
27,633.09,637.48,633.09,637.32,161536
28,640.553,641.59,632.15,633.56,129526
29,638.1499,642.38,636.5825,640.6,145691
30,642.36,642.38,637.32,637.96,292657
48,637,644.45,636.13,641.36,133698
49,632.82,638.46,631.7,636.8,303887
50,631.19,634.75,630.19,633,246892
51,627.01,631.89,625.68,631.15,66101
52,630.35,631.13,627.16,627.37,70031
53,637.52,638.36,630.0701,630.655,165238
54,639.16,640.45,637.28,637.45,347656
72,641.45,642.37,635.318,640,132284
73,645,645.4,640.525,641.77,250164
74,643.86,645.99,643.7,644.99,170992
75,641.51,644.87,641.355,643.8,92856
76,640.53,642.11,639.26,641.72,68078
77,643.37,644.2765,640.36,640.73,86349
78,643.61,644.11,642.07,643.29,207043
144,645.8706,646.16,639.01,642.09,101011
145,644.0361,647.57,642.13,645.9565,145345
146,646.7,647.9,644.03,644.04,144616
147,645.84,648.5,645.508,646.74,103530
148,645.91,647.0002,644.25,646.05,124610
149,644.42,646.4957,643.94,646.25,107633
150,646.67,646.88,643.5,644.4,186271
168,650.3,650.31,643.15,643.15,135743
169,653.1425,653.92,649.675,650.175,296530
170,654.05,654.7,652.08,653.3386,150698
171,652.15,657.8125,652.15,653.98,129122
172,652.04,653.5,650.64,652,98089
173,655,655,650.7,652.0201,148785
174,652.3,654.97,650.71,654.9,321725
192,657.62,659.39,651.26,653.21,160275
193,651.47,657.73,649.43,657.27,239175
194,652.31,652.4,649.62,651.3397,89476
195,653.95,654.37,650.5,652.37,117026
196,653.42,654.23,652.01,654,36508
197,650,654.87,649.56,653.415,88206
198,651.16,652.475,648.85,650.4,228688
216,657.86,661.5756,654.46,654.66,219940
217,660.8,661.6,655.85,657.64,235522
218,657.02,661.82,655.72,661.2,168109
219,659.2,659.99,656.79,657.1275,85731
220,662.11,662.3426,659.2001,659.3,100899
221,661.66,663.13,661.41,661.835,119825
222,661.74,662.66,659.72,661.49,389690
240,659.82,664.97,657.2,664.11,248714
241,660.55,661.94,657.54,659.645,121808
242,662.5,662.62,660.4506,660.4506,99590
243,660.75,662.5,659.4508,662.34,62181
244,660.21,661.48,659.72,660.82,69273
245,659.15,661.15,658.5,660,99757
246,662.2,662.65,658.52,659.2,245101
