a1444140000,93.94,94.17,93.38,94.08,2452602	
1,93.15,94.03,93.05,93.97,3834887	
2,92.55,93.25,92.4156,93.15,3304967	
3,92.48,92.885,92.34,92.55,2314025	
4,92.655,92.94,92.44,92.48,2236074	
5,92.69,93.1,92.48,92.64,2322541	
6,92.8,92.908,92.41,92.69,3987987	
24,93.27,93.36,92.45,93.11,2816641	
25,92.3,93.66,91.84,93.285,4398458	
26,91.89,92.318,91.37,92.3,4014720	
27,91.81,91.91,91.56,91.88,2054741	
28,92.495,92.61,91.6,91.81,2611723	
29,91.69,92.56,91.59,92.5,2428528	
30,92.4,92.4,91.65,91.68,3782874	
48,91.43,92.25,91.29,91.89,2213681	
49,91.11,91.72,90.91,91.43,3585047	
50,91.21,91.26,90.47,91.13,2962160	
51,90.57,91.38,90.53,91.1951,967568	
52,91.25,91.4499,90.61,90.61,1231745	
53,92.998,93.15,91.23,91.25,5432557	
54,92.47,93.22,92.01,92.999,5875831	
72,93.19,93.48,92.239,92.9,3075870	
73,93.47,93.5,92.75,93.19,3833630	
74,93.475,93.74,93.25,93.47,2532294	
75,92.89,93.6,92.76,93.49,1903668	
76,92.79,93.04,92.63,92.905,1656380	
77,93.405,93.46,92.74,92.79,1610308	
78,93.24,93.405,93.155,93.405,2033833	
144,93.08,93.37,92.67,93.32,1998583	
145,93.53,93.62,93.01,93.09,2583596	
146,94.27,94.6,93.49,93.5304,3949023	
147,94.24,94.49,94.12,94.27,1703207	
148,94.1799,94.33,93.81,94.24,1841390	
149,94.135,94.48,94.07,94.18,1671216	
150,94.26,94.47,94.05,94.133,3336292	
168,95.05,95.05,93.55,93.66,3539035	
169,95.132,95.37,94.79,95.05,3918255	
170,94.73,95.264,94.57,95.1485,2403628	
171,94.4199,94.99,94.4,94.72,1671273	
172,94.39,94.54,94.17,94.41,1522251	
173,94.521,94.545,93.95,94.4,1781586	
174,94.12,94.53,93.94,94.525,3053838	
192,94.96,95.2,93.93,94.08,2742362	
193,93.802,95.01,93.61,94.98,3862089	
194,94.45,94.65,93.71,93.805,2211125	
195,94.87,95.055,94.33,94.45,1617043	
196,94.699,94.93,94.5,94.88,1498578	
197,93.94,94.84,93.81,94.7,2066690	
198,94.07,94.2,93.7,93.95,3545366	
216,95.8,96.12,94.9,94.99,5786757	
217,95.9,96.18,95.54,95.7964,4212749	
218,95.3774,96.14,95.2,95.91,3408512	
219,95.95,96.01,95.37,95.374,2342147	
220,95.96,96.03,95.7,95.9402,2043778	
221,95.8365,95.99,95.75,95.98,2207599	
222,95.96,96.3,95.825,95.84,5588422	
240,95.44,96.26,95.35,96.18,3602129	
241,96.64,96.85,95.44,95.44,4434845	
242,96.92,96.99,96.52,96.65,2928482	
243,96.63,96.915,96.36,96.91,1967191	
244,96.68,96.9,96.52,96.64,1737120	
245,97.18,97.3,96.56,96.67,2738726	
246,97.54,97.59,97.03,97.18,5368350
