a1444140000,550.46,551.1767,544.86,545.5,498092
1,541.6016,551.5,540.68,550.5,666421
2,538,544.5265,537.12,541.35,448264
3,533.97,539.2151,533.7,537.97,422235
4,534.44,538.22,533.33,533.9217,502317
5,535.35,537.568,533.912,534.33,360281
6,537.48,537.85,533.911,534.96,736904
24,538.15,541.79,534.44,541.79,453117
25,532.71,539.61,529.37,538.15,640730
26,534.135,534.43,529,532.45,484662
27,532.89,534.994,530.9,534.1742,213909
28,536.51,538.79,531.62,533.05,263546
29,536.6324,538.87,535.576,536.86,365520
30,541.94,542,535.94,536.6368,682499
48,536.68,539.386,534.62,536.71,495387
49,530.52,536.94,529.5,536.45,635722
50,529.5442,531.75,527.8326,530.52,346681
51,523,530.44,519.89,529.6734,205908
52,528.057,528.99,523.11,523.12,185983
53,533.7837,534.8,527,528.07,517723
54,533.16,535.38,530.51,534.065,727723
72,534.49,535.21,530.27,534.48,429742
73,539.066,540.14,531.305,534.89,607690
74,539.33,541.79,536.89,539.3,408285
75,538.32,540.64,537.03,539.33,238237
76,537.03,539.1,536.41,538.26,202878
77,540.4,540.499,536.65,537.18,231888
78,539.8,540.54,538.45,540.2485,454152
144,543.57,545.729,539.8,539.96,337711
145,546.71,547.67,543.29,543.56,374834
146,548.95,550.4,546.7397,546.7397,312794
147,545.96,549.74,545.621,548.99,201635
148,548.495,548.972,544.671,545.96,213338
149,549.52,550.82,548.066,548.41,285326
150,550.19,550.5,548.84,549.56,488584
168,549.83,549.83,543.1,546.26,325019
169,552.02,553.2,549.4097,549.4097,522440
170,548.29,552.76,547.506,552.0603,280923
171,547.218,550.7,546.46,548.4298,195564
172,547.94,548.9899,546.44,546.99,161169
173,550.6,550.835,546.86,547.98,164195
174,548.9,550.75,548.22,550.6,534866
192,549.565,552.25,547.675,551.34,518264
193,543.12,549.75,539.68,549.71,592504
194,546.38,547.315,542,543.24,310978
195,549.27,550.1,543.4,546.064,251776
196,548.522,549.609,546.88,549.5,276381
197,544.97,549.9,544.56,548.7807,297688
198,544.83,546.95,543.5,544.8,571376
216,552.66,554.47,547,547.75,888965
217,552.25,554,550.11,552.81,491313
218,549.78,553.47,547.24,551.9576,359992
219,553.71,554,549.57,550,272607
220,557.368,557.374,553.24,553.7499,414625
221,559.17,560.51,556.85,557.274,566464
222,562.44,563,558.9725,558.978,915976
240,565.42,567.3443,560.31,565.27,763635
241,564.252,567.63,562,565.78,560370
242,568.65,569,564,564.48,341821
243,567.005,568.94,565.07,568.665,334160
244,565.7011,568.73,565.7011,567.054,194797
245,568.35,569.458,565.1201,565.64,353073
246,570.73,570.94,567.3,568.57,775898
